catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
4017,McMahon Score for Rhabdomyolysis,https://www.mdcalc.com/calc/4017/mcmahon-score-rhabdomyolysis,Prognosis,"Emergency Medicine, Nephrology",Renal Failure,mcmahon score for rhabdomyolysis
76,MDRD GFR Equation/none,https://www.mdcalc.com/calc/76/mdrd-gfr-equation,Formula,"Critical Care, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Nephrology, Pharmacy, Primary Care, Radiology","Chronic Kidney Disease, Diabetes Mellitus, Renal Failure",mdrd gfr equation
74,Mean Arterial Pressure (MAP)/none,https://www.mdcalc.com/calc/74/mean-arterial-pressure-map,"Treatment, Formula","Anesthesiology, Cardiology, Critical Care, Critical Care (Neonatal), Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)","Bleeding/Hemorrhage, Hypertension, Intracranial Hemorrhage, Sepsis, Subarachnoid Hemorrhage, Trauma",mean arterial pressure map
10582,Medication Regimen Complexity-Intensive Care Unit (MRC-ICU) Score/none,https://www.mdcalc.com/calc/10582/medication-regimen-complexity-icu-mrc-icu-score,Prognosis,"Critical Care, Critical Care (Neurologic), Hospitalist Medicine, Internal Medicine, Pharmacy",Any/All,medication regimen complexity intensive care unit mrc icu score
10087,Mehran Score for Post-PCI Contrast Nephropathy,https://www.mdcalc.com/calc/10087/mehran-score-post-pci-contrast-nephropathy,Prognosis,"Cardiology, Hospitalist Medicine, Internal Medicine, Nephrology, Radiology","Acute Kidney Injury, Chronic Kidney Disease, Renal Failure",mehran score for post pci contrast nephropathy
3007,Mekhail Extension of the Motzer Score/none,https://www.mdcalc.com/calc/3007/mekhail-extension-motzer-score,Prognosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Nephrology, Urology","Cancer, Chemotherapy, Renal Cell Carcinoma, Renal Failure",mekhail extension of the motzer score
78,MELD Na (UNOS/OPTN),https://www.mdcalc.com/calc/78/meld-score-model-end-stage-liver-disease-12-older,"Prognosis, Treatment","Critical Care, Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Nephrology, Surgery (General)","Chronic Liver Disease, Hepatitis",meld na unos optn
2693,"MELD Score (Original, Pre-2016, Model for End-Stage Liver Disease)",https://www.mdcalc.com/calc/2693/meld-score-original-pre-2016-model-end-stage-liver-disease,"Prognosis, Treatment","Critical Care, Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Nephrology, Surgery (General)","Chronic Liver Disease, Hepatitis",meld score original pre 2016 model for end stage liver disease
1754,MELDNa/MELD-Na Score for Liver Cirrhosis/none,https://www.mdcalc.com/calc/1754/meldna-meld-na-score-liver-cirrhosis,"Prognosis, Formula","Critical Care, Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Chronic Liver Disease,meldna meld na score for liver cirrhosis
10622,Memorial Sloan-Kettering Cancer Center (MSKCC) Risk of Recurrence/none,https://www.mdcalc.com/calc/10622/memorial-sloan-kettering-cancer-center-mskcc-risk-of-recurrence,Prognosis,"Emergency Medicine, Hospitalist Medicine, Internal Medicine, Nephrology, Surgery (General), Urology","Cancer, Renal Failure",memorial sloan kettering cancer center mskcc risk of recurrence
2153,Memorial Sloan-Kettering Cancer Center (MSKCC/Motzer) Score for Metastatic Renal Cell Carcinoma (RCC)/none,https://www.mdcalc.com/calc/2153/memorial-sloan-kettering-cancer-center-mskcc-motzer-score-metastatic-renal-cell-carcinoma-rcc,Prognosis,"Hematology and Oncology, Nephrology, Urology","Chemotherapy, Renal Cell Carcinoma",memorial sloan kettering cancer center mskcc motzer score for metastatic renal cell carcinoma rcc
10534,Mentzer Index,https://www.mdcalc.com/calc/10534/mentzer-index,Diagnosis,"Clinical Nutrition, Critical Care (Pediatric), Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Primary Care","Anemia, Arrhythmia, Heart Failure, Hemochromatosis, Hypothyroidism, Thrombosis, Hypogonadism, Osteoporosis, Cholelithiasis, Pulmonary Hypertension",mentzer index
10519,Menza Score/none,https://www.mdcalc.com/calc/10519/menza-score,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Infectious Disease, Internal Medicine, Primary Care",HIV/AIDS,menza score
10181,Metabolic Score for Insulin Resistance (METS-IR)/none,https://www.mdcalc.com/calc/10181/metabolic-score-insulin-resistance-mets-ir,Prognosis,"Cardiology, Clinical Nutrition, Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Coronary Artery Disease, Diabetes Mellitus, Hyperglycemia, Obesity, Hypoglycemia",metabolic score for insulin resistance mets ir
3823,Metroticket Calculator for Hepatocellular Carcinoma (HCC) Survival/none,https://www.mdcalc.com/calc/3823/metroticket-calculator-hepatocellular-carcinoma-survival,Prognosis,"Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Hepatocellular Carcinoma,metroticket calculator for hepatocellular carcinoma hcc survival
3838,Michigan Risk Score for PICC-Related Thrombosis/none,https://www.mdcalc.com/calc/3838/michigan-risk-score-picc-related-thrombosis,Diagnosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Surgery (Vascular)","Deep Venous Thrombosis, Pulmonary Embolism, Venous Thromboembolism",michigan risk score for picc related thrombosis
10521,Migraine Disability Assessment (MIDAS)/none,https://www.mdcalc.com/calc/10521/migraine-disability-assessment-midas,Prognosis,"Family Practice, Hospitalist Medicine, Internal Medicine, Neurology, Pain Management, Primary Care",Migraine,migraine disability assessment midas
10496,Migraine Treatment Optimization Questionnaire-4 (mTOQ-4)/none,https://www.mdcalc.com/calc/10496/migraine-treatment-optimization-questionnaire-mtoq-4,Prognosis,"Critical Care (Neurologic), Family Practice, Hospitalist Medicine, Internal Medicine, Neurology, Primary Care",Migraine,migraine treatment optimization questionnaire 4 mtoq 4
3900,Milan Criteria for Liver Transplantation,https://www.mdcalc.com/calc/3900/milan-criteria-liver-transplantation,Prognosis,"Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Surgery (General)","Chronic Liver Disease, Hepatitis, Hepatocellular Carcinoma",milan criteria for liver transplantation
3946,Mirels’ Criteria for Prophylactic Fixation,https://www.mdcalc.com/calc/3946/mirels-criteria-prophylactic-fixation,Prognosis,"Hematology and Oncology, Orthopedics, Radiation Oncology","Cancer, Fracture",mirels criteria for prophylactic fixation
4006,mMRC (Modified Medical Research Council) Dyspnea Scale,https://www.mdcalc.com/calc/4006/mmrc-modified-medical-research-council-dyspnea-scale,"Diagnosis, Prognosis","Cardiology, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pulmonology",Chronic Obstructive Pulmonary Disease,mmrc modified medical research council dyspnea scale
10437,Model for End-Stage Liver Disease (Combined MELD),https://www.mdcalc.com/calc/10437/model-end-stage-liver-disease-meld,Prognosis,"Emergency Medicine, Gastroenterology, Hepatology","Chronic Liver Disease, Hepatitis",model for end stage liver disease combined meld
3382,Modified Asthma Predictive Index (mAPI),https://www.mdcalc.com/calc/3382/modified-asthma-predictive-index-mapi,Diagnosis,"Allergy and Immunology, Family Practice, Internal Medicine, Pediatrics, Primary Care, Pulmonology",Asthma,modified asthma predictive index mapi
3814,Modified Bishop Score for Vaginal Delivery and Induction of Labor,https://www.mdcalc.com/calc/3814/modified-bishop-score-vaginal-delivery-induction-labor,Prognosis,OB-Gyn,Pregnancy,modified bishop score for vaginal delivery and induction of labor
10432,Modified Brain Injury Guideline (mBIG),https://www.mdcalc.com/calc/10432/modified-brain-injury-guideline-mbig,Treatment,"Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery","Trauma, Traumatic Brain Injury",modified brain injury guideline mbig
1875,Modified Early Warning Score (MEWS) for Clinical Deterioration,https://www.mdcalc.com/calc/1875/modified-early-warning-score-mews-clinical-deterioration,"Prognosis, Treatment","Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)","Acute Coronary Syndrome, Coronavirus, Endocarditis, Heart Failure, Hyperglycemia, Hypernatremia, Hypertension, Respiratory Failure, Trauma, Stroke / Transient Ischemic Attack (TIA)",modified early warning score mews for clinical deterioration
2196,Modified Fatigue Impact Scale (MFIS)/none,https://www.mdcalc.com/calc/2196/modified-fatigue-impact-scale-mfis,Prognosis,"Geriatrics, Internal Medicine, Neurology, Neurosurgery",Multiple Sclerosis,modified fatigue impact scale mfis
10048,Modified Finnegan Neonatal Abstinence Score (NAS)/none,https://www.mdcalc.com/calc/10048/modified-finnegan-neonatal-abstinence-score-nas,Treatment,"Critical Care (Neonatal), OB-Gyn, Pediatrics, Pediatric Subspecialty, Toxicology",Substance Withdrawal,modified finnegan neonatal abstinence score nas
3837,Modified Fisher Grading Scale for Subarachnoid Hemorrhage (SAH)/none,https://www.mdcalc.com/calc/3837/modified-fisher-grading-scale-subarachnoid-hemorrhage-sah,Prognosis,"Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery",Subarachnoid Hemorrhage,modified fisher grading scale for subarachnoid hemorrhage sah
3312,Modified Glasgow Prognostic Score (mGPS) for Cancer Outcomes,https://www.mdcalc.com/calc/3312/modified-glasgow-prognostic-score-mgps-cancer-outcomes,Prognosis,"Family Practice, Gastroenterology, Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Radiation Oncology","Cancer, Chemotherapy, Pancreatic Cancer",modified glasgow prognostic score mgps for cancer outcomes
3976,Modified Hoehn and Yahr Scale for Parkinson’s Disease/none,https://www.mdcalc.com/calc/3976/modified-hoehn-yahr-scale-parkinsons-disease,Prognosis,Neurology,Parkinson's Disease,modified hoehn and yahr scale for parkinson s disease
3989,Modified Mallampati Classification,https://www.mdcalc.com/calc/3989/modified-mallampati-classification,Formula,"Anesthesiology, Critical Care, Emergency Medicine, Pulmonology, Surgery (General), Surgery (Trauma)",Respiratory Failure,modified mallampati classification
10599,Modified Minnesota Detoxification Scale (mMINDS)/none,https://www.mdcalc.com/calc/10599/modified-minnesota-detoxification-scale,Treatment,"Critical Care, Family Practice, Hospitalist Medicine, Internal Medicine, Toxicology","Drug/Alcohol Use, Ingestion/Overdose",modified minnesota detoxification scale mminds
1756,Modified NIH Stroke Scale/Score (mNIHSS)/none,https://www.mdcalc.com/calc/1756/modified-nih-stroke-scale-score-mnihss,"Diagnosis, Prognosis","Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology",Stroke / Transient Ischemic Attack (TIA),modified nih stroke scale score mnihss
1890,Modified Rankin Scale for Neurologic Disability/none,https://www.mdcalc.com/calc/1890/modified-rankin-scale-neurologic-disability,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Internal Medicine, Neurology, Rehabilitation Medicine",Stroke / Transient Ischemic Attack (TIA),modified rankin scale for neurologic disability
10430,Modified Rankin Score-9Q (mRS-9Q)/none,https://www.mdcalc.com/calc/10430/modified-rankin-score-9q-mrs,Prognosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery","Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Dementia, Meningitis, Motor Neuron Disease, Multiple Sclerosis, Parkinson's Disease, Seizure Disorder, Trauma, Traumatic Brain Injury, Stroke / Transient Ischemic Attack (TIA)",modified rankin score 9q mrs 9q
3824,Modified Response Evaluation Criteria in Solid Tumors (mRECIST),https://www.mdcalc.com/calc/3824/modified-response-evaluation-criteria-solid-tumors-mrecist,"Prognosis, Treatment","Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Hepatocellular Carcinoma,modified response evaluation criteria in solid tumors mrecist
10287,Modified Sequential Organ Failure Assessment (mSOFA) Score,https://www.mdcalc.com/calc/10287/modified-sequential-organ-failure-assessment-msofa-score,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine","Coronavirus, Respiratory Failure",modified sequential organ failure assessment msofa score
10353,Modified Sgarbossa's Criteria for MI in Left Bundle Branch Block,https://www.mdcalc.com/calc/10353/modified-sgarbossas-criteria-mi-left-bundle-branch-block,Diagnosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Acute Coronary Syndrome,modified sgarbossa s criteria for mi in left bundle branch block
3966,Modified SOAR Score for Stroke,https://www.mdcalc.com/calc/3966/modified-soar-score-stroke,Prognosis,"Cardiology, Neurology",Stroke / Transient Ischemic Attack (TIA),modified soar score for stroke
4058,Montgomery-Asberg Depression Rating Scale (MADRS),https://www.mdcalc.com/calc/4058/montgomery-asberg-depression-rating-scale-madrs,"Prognosis, Treatment","Family Practice, Hospitalist Medicine, Internal Medicine, Psychiatry","Anxiety, Depression/Suicidality",montgomery asberg depression rating scale madrs
10237,Montreal Classification for Inflammatory Bowel Disease (IBD),https://www.mdcalc.com/calc/10237/montreal-classification-inflammatory-bowel-disease-ibd,Diagnosis,"Gastroenterology, Hospitalist Medicine, Internal Medicine","Colitis, Inflammatory Bowel Disease, Gastrointestinal Bleeding",montreal classification for inflammatory bowel disease ibd
10044,Montreal Cognitive Assessment (MoCA),https://www.mdcalc.com/calc/10044/montreal-cognitive-assessment-moca,Diagnosis,"Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Neurology, Primary Care, Psychiatry",Dementia,montreal cognitive assessment moca
10170,Morphine Milligram Equivalents (MME) Calculator/none,https://www.mdcalc.com/calc/10170/morphine-milligram-equivalents-mme-calculator,"Treatment, Formula","Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pain Management, Pharmacy, Primary Care, Toxicology",Chronic Pain,morphine milligram equivalents mme calculator
10279,MuLBSTA Score for Viral Pneumonia Mortality,https://www.mdcalc.com/calc/10279/mulbsta-score-viral-pneumonia-mortality,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Pneumonia, Respiratory Failure",mulbsta score for viral pneumonia mortality
10233,Multiple Myeloma Diagnostic Criteria/none,https://www.mdcalc.com/calc/10233/multiple-myeloma-diagnostic-criteria,Diagnosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Radiation Oncology",Multiple Myeloma,multiple myeloma diagnostic criteria
3841,Multiple Myeloma International Staging System (ISS)/none,https://www.mdcalc.com/calc/3841/multiple-myeloma-international-staging-system-iss,Prognosis,"Hematology and Oncology, Internal Medicine","Cancer, Hematologic Malignancy, Multiple Myeloma",multiple myeloma international staging system iss
10232,Multiple Myeloma Response Criteria/none,https://www.mdcalc.com/calc/10232/multiple-myeloma-response-criteria,Diagnosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Radiation Oncology",Multiple Myeloma,multiple myeloma response criteria
10129,Mumtaz Score for Readmission in Cirrhosis/none,https://www.mdcalc.com/calc/10129/mumtaz-score-readmission-cirrhosis,Prognosis,"Administration, Gastroenterology, Hepatology",Chronic Liver Disease,mumtaz score for readmission in cirrhosis
3996,Murray Score for Acute Lung Injury,https://www.mdcalc.com/calc/3996/murray-score-acute-lung-injury,"Diagnosis, Prognosis","Critical Care, Internal Medicine, Pulmonology, Surgery (Cardiothoracic), Surgery (General)","Coronavirus, Pneumonia, Respiratory Failure",murray score for acute lung injury
10651,Mutation-Adjusted Risk Score (MARS)/none,https://www.mdcalc.com/calc/10651/mutation-adjusted-risk-score-mars,Prognosis,"Allergy and Immunology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology","Hematologic Malignancy, Systemic Mastocytosis",mutation adjusted risk score mars
10581,Mutation-Enhanced International Prognostic Score System (MIPSS70/MIPSS70+)/none,https://www.mdcalc.com/calc/10581/mutation-enhanced-international-prognostic-score-system-mipss70-mipss70+,Prognosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology, Primary Care","Anemia, Hematologic Malignancy, Thrombocytopenia, Myelofibrosis, Pancytopenia",mutation enhanced international prognostic score system mipss70 mipss70
10611,Myasthenia Gravis Activities of Daily Living (MG-ADL),https://www.mdcalc.com/calc/10611/myasthenia-gravis-activities-of-daily-living-mg-adl,Prognosis,Neurology,Myasthenia Gravis,myasthenia gravis activities of daily living mg adl
10617,Myasthenia Gravis Foundation of America (MGFA) Clinical Classification/none,https://www.mdcalc.com/calc/10617/myasthenia-gravis-foundation-of-america-mgfa-clinical-classification,Prognosis,"Hospitalist Medicine, Internal Medicine, Neurology",Myasthenia Gravis,myasthenia gravis foundation of america mgfa clinical classification
10577,Myelofibrosis Secondary to Polycythemia Vera (PV) and Essential Thrombocythemia (ET) Prognostic Model/none,https://www.mdcalc.com/calc/10577/myelofibrosis-secondary-polycythemia-vera-pv-essential-thrombocythemia-et-prognostic-model,Prognosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology, Primary Care","Anemia, Hematologic Malignancy, Thrombocytopenia, Polycythemia Vera, Myelofibrosis, Pancytopenia, Essential Thrombocythemia",myelofibrosis secondary to polycythemia vera pv and essential thrombocythemia et prognostic model
10603,Myxedema Coma Diagnostic Score/none,https://www.mdcalc.com/calc/10603/myxedema-coma-diagnostic-score,Diagnosis,"Critical Care, Emergency Medicine, Endocrinology, Gastroenterology, Internal Medicine",Myxedema Coma,myxedema coma diagnostic score
10068,NAFLD (Non-Alcoholic Fatty Liver Disease) Activity Score/none,https://www.mdcalc.com/calc/10068/nafld-non-alcoholic-fatty-liver-disease-activity-score,Diagnosis,"Critical Care, Family Practice, Gastroenterology, Hepatology, Internal Medicine, Pathology, Primary Care","Acute Pain, Chronic Liver Disease",nafld non alcoholic fatty liver disease activity score
3081,NAFLD (Non-Alcoholic Fatty Liver Disease) Fibrosis Score,https://www.mdcalc.com/calc/3081/nafld-non-alcoholic-fatty-liver-disease-fibrosis-score,Formula,"Endocrinology, Gastroenterology, Hepatology, Internal Medicine","Chronic Liver Disease, Diabetes Mellitus, Hepatitis",nafld non alcoholic fatty liver disease fibrosis score
4023,Naloxone Drip Dosing/none,https://www.mdcalc.com/calc/4023/naloxone-drip-dosing,Treatment,"Emergency Medicine, Pharmacy, Toxicology",Ingestion/Overdose,naloxone drip dosing
4015,National Cancer Institute Common Toxicity Criteria (NCI-CTC) for Mucositis/none,https://www.mdcalc.com/calc/4015/national-cancer-institute-common-toxicity-criteria-nci-ctc-mucositis,Diagnosis,Hematology and Oncology,"Achalasia, Chemotherapy",national cancer institute common toxicity criteria nci ctc for mucositis
10490,National Comprehensive Cancer Network International Prognostic Index (NCCN-IPI)/none,https://www.mdcalc.com/calc/10490/national-comprehensive-cancer-network-international-prognostic-index-nccn-ipi,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology, Primary Care","Cancer, Chemotherapy, Hematologic Malignancy, Leukemia/Lymphoma",national comprehensive cancer network international prognostic index nccn ipi
1873,National Early Warning Score (NEWS),https://www.mdcalc.com/calc/1873/national-early-warning-score-news,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)","Acute Coronary Syndrome, Coronavirus, Endocarditis, Heart Failure, Hyperglycemia, Hypernatremia, Hypertension, Respiratory Failure, Trauma, Stroke / Transient Ischemic Attack (TIA)",national early warning score news
10083,National Early Warning Score (NEWS) 2,https://www.mdcalc.com/calc/10083/national-early-warning-score-news-2,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)","Any/All, Coronavirus",national early warning score news 2
10618,Natriuretic Response Prediction Equation (NRPE),https://www.mdcalc.com/calc/10618/natriuretic-response-prediction-equation-nrpe,Formula,"Cardiology, Hospitalist Medicine, Internal Medicine, Nephrology",Heart Failure,natriuretic response prediction equation nrpe
10532,Neck Disability Index (NDI)/none,https://www.mdcalc.com/calc/10532/neck-disability-index-ndi,Prognosis,"Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Orthopedics, Pain Management, Primary Care, Rehabilitation Medicine, Sports Medicine","Acute Pain, Anxiety, Chronic Pain, Fracture, Parkinson's Disease, Sprain/Strain, Trauma, Polymyalgia Rheumatica",neck disability index ndi
3143,NEDOCS Score for Emergency Department Overcrowding,https://www.mdcalc.com/calc/3143/nedocs-score-emergency-department-overcrowding,Algorithm,"Administration, Emergency Medicine, Pediatrics",Public Health,nedocs score for emergency department overcrowding
10528,Neonatal Early-Onset Sepsis Calculator,https://www.mdcalc.com/calc/10528/neonatal-early-onset-sepsis-calculator,Prognosis,"Critical Care, Critical Care (Neonatal), Critical Care (Pediatric), Emergency Medicine, Infectious Disease, OB-Gyn",Sepsis,neonatal early onset sepsis calculator
10006,Neonatal Partial Exchange for Polycythemia/none,https://www.mdcalc.com/calc/10006/neonatal-partial-exchange-polycythemia,"Treatment, Formula","Hematology and Oncology, Pathology, Pharmacy, Transfusion Medicine",Anemia,neonatal partial exchange for polycythemia
3626,Neuropathic Pain Scale (NPS)/none,https://www.mdcalc.com/calc/3626/neuropathic-pain-scale-nps,Prognosis,"Anesthesiology, Endocrinology, Geriatrics, Internal Medicine, Neurology, Pain Management, Primary Care","Neuropathy, Trauma",neuropathic pain scale nps
10305,Neutrophil-Lymphocyte Ratio (NLR) Calculator/none,https://www.mdcalc.com/calc/10305/neutrophil-lymphocyte-ratio-nlr-calculator,Formula,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine",Any/All,neutrophil lymphocyte ratio nlr calculator
604,New Orleans/Charity Head Trauma/Injury Rule,https://www.mdcalc.com/calc/604/new-orleans-charity-head-trauma-injury-rule,"Diagnosis, Rule Out","Emergency Medicine, Neurology, Surgery (General), Surgery (Trauma)",Trauma,new orleans charity head trauma injury rule
10077,Newsom Score for Non-traumatic Chest Pain,https://www.mdcalc.com/calc/10077/newsom-score-non-traumatic-chest-pain,"Rule Out, Treatment","Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Radiology","Heart Failure, Respiratory Failure",newsom score for non traumatic chest pain
3815,NEXUS Chest CT Decision Instrument for CT Imaging,https://www.mdcalc.com/calc/3815/nexus-chest-ct-decision-instrument-ct-imaging,Rule Out,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Surgery (Trauma)",Trauma,nexus chest ct decision instrument for ct imaging
2075,NEXUS Chest Decision Instrument for Blunt Chest Trauma,https://www.mdcalc.com/calc/2075/nexus-chest-decision-instrument-blunt-chest-trauma,Algorithm,"Emergency Medicine, Surgery (Trauma)",Trauma,nexus chest decision instrument for blunt chest trauma
703,NEXUS Criteria for C-Spine Imaging,https://www.mdcalc.com/calc/703/nexus-criteria-c-spine-imaging,"Diagnosis, Rule Out","Emergency Medicine, Neurology, Surgery (General), Surgery (Trauma)",Trauma,nexus criteria for c spine imaging
10423,NEXUS Head CT Instrument,https://www.mdcalc.com/calc/10423/nexus-head-ct-instrument,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery, Radiology, Surgery (Trauma)","Trauma, Traumatic Brain Injury",nexus head ct instrument
715,NIH Stroke Scale/Score (NIHSS),https://www.mdcalc.com/calc/715/nih-stroke-scale-score-nihss,"Diagnosis, Prognosis","Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Neurology",Stroke / Transient Ischemic Attack (TIA),nih stroke scale score nihss
10151,NINCDS-ADRDA Criteria for Alzheimer’s Disease,https://www.mdcalc.com/calc/10151/nincds-adrda-criteria-alzheimers-disease,Diagnosis,"Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Palliative Care/Hospice, Psychiatry","Alzheimer's Disease, Dementia",nincds adrda criteria for alzheimer s disease
10492,Nomogram for Breast Cancer Brain Metastasis/none,https://www.mdcalc.com/calc/10492/nomogram-breast-cancer-brain-metastasis,Prognosis,"Critical Care, Critical Care (Neurologic), Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery, Primary Care, Radiation Oncology","Breast Cancer, Cancer",nomogram for breast cancer brain metastasis
10588,Noninvasive Ventilation Outcomes (NIVO) Score,https://www.mdcalc.com/calc/10588/noninvasive-ventilation-outcomes-nivo-score,Prognosis,"Critical Care, Hospitalist Medicine, Internal Medicine, Pulmonology","Respiratory Failure, Chronic Obstructive Pulmonary Disease",noninvasive ventilation outcomes nivo score
3621,Nonverbal Pain Scale (NVPS) for Nonverbal Patients/none,https://www.mdcalc.com/calc/3621/nonverbal-pain-scale-nvps-nonverbal-patients,"Prognosis, Treatment","Anesthesiology, Critical Care, Critical Care (Neurologic), Hospitalist Medicine, Internal Medicine, Pain Management, Palliative Care/Hospice","Delirium, Dementia",nonverbal pain scale nvps for nonverbal patients
10600,North American Familial Chylomicronemia Score (NAFCS),https://www.mdcalc.com/calc/10600/north-american-familial-chylomicronemia-score-nafcs,Diagnosis,Endocrinology,"Chylomicronemia, Hypertriglyceridemia",north american familial chylomicronemia score nafcs
10394,Novel Pneumonia Risk Score (PRS),https://www.mdcalc.com/calc/10394/novel-pneumonia-risk-score-prs,Prognosis,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pediatrics, Pulmonology",Pneumonia,novel pneumonia risk score prs
10593,"Novel, Innovative Research for Understanding Dehydration in Adults and Kids (NIRUDAK) Score",https://www.mdcalc.com/calc/10593/novel-innovative-research-understanding-dehydration-adults-kids-nirudak-score,Prognosis,"Family Practice, Gastroenterology, Pediatric Subspecialty, Pediatrics, Primary Care","Child/Adolescent Functional GI Disorders, Clostridium Difficile Infection, Colitis, Dehydration, Gastroenteritis, Hyponatremia, Malnutrition, Public Health, Hypokalemia",novel innovative research for understanding dehydration in adults and kids nirudak score
4011,Nutrition Risk in the Critically Ill (NUTRIC) Score,https://www.mdcalc.com/calc/4011/nutrition-risk-critically-ill-nutric-score,Prognosis,"Clinical Nutrition, Critical Care, Gastroenterology","Malnutrition, Sepsis",nutrition risk in the critically ill nutric score
4012,Nutrition Risk Screening 2002 (NRS-2002),https://www.mdcalc.com/calc/4012/nutrition-risk-screening-2002-nrs-2002,Prognosis,"Clinical Nutrition, Critical Care, Gastroenterology","Malnutrition, Sepsis",nutrition risk screening 2002 nrs 2002
10202,Nutritional Risk Index (NRI),https://www.mdcalc.com/calc/10202/nutritional-risk-index-nri,"Diagnosis, Formula","Clinical Nutrition, Family Practice, Hospitalist Medicine, Internal Medicine, Nephrology, Primary Care, Surgery (General)",Malnutrition,nutritional risk index nri
10042,Oakland Score for Safe Discharge After Lower GI Bleed,https://www.mdcalc.com/calc/10042/oakland-score-safe-discharge-lower-gi-bleed,"Prognosis, Treatment","Critical Care, Emergency Medicine, Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care, Radiology, Surgery (General)","Acute Pain, Bleeding/Hemorrhage, Gastroenteritis, Gastrointestinal Bleeding",oakland score for safe discharge after lower gi bleed
10520,Obesity Surgery Mortality Risk Score (OS-MRS),https://www.mdcalc.com/calc/10520/obesity-surgery-mortality-risk-score-os-mrs,Prognosis,"Gastroenterology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Obesity,obesity surgery mortality risk score os mrs
10025,Ocular Hypertension Treatment Study (OHTS) Calculator/none,https://www.mdcalc.com/calc/10025/ocular-hypertension-treatment-study-ohts-calculator,Prognosis,Ophthalmology,Glaucoma,ocular hypertension treatment study ohts calculator
