catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
25,Basal Energy Expenditure/none,https://www.mdcalc.com/calc/25/basal-energy-expenditure,Formula,"Clinical Nutrition, Critical Care, Endocrinology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, OB-Gyn, Pediatrics, Pharmacy, Rehabilitation Medicine, Sports Medicine","Malnutrition, Obesity",basal energy expenditure
3993,Basic Statistics Calc/none,https://www.mdcalc.com/calc/3993/basic-statistics-calc,Formula,,Any/All,basic statistics calc
4030,Bastion Classification of Lower Limb Blast Injuries/none,https://www.mdcalc.com/calc/4030/bastion-classification-lower-limb-blast-injuries,"Prognosis, Treatment","Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)",Trauma,bastion classification of lower limb blast injuries
10506,BeAM Value/none,https://www.mdcalc.com/calc/10506/beam-value,Formula,"Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Diabetes Mellitus, Hyperglycemia",beam value
10607,Behavioral Activity Rating Scale (BARS)/none,https://www.mdcalc.com/calc/10607/behavioral-activity-rating-scale-bars,Prognosis,"Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Psychiatry","Drug/Alcohol Use, Bipolar Disorder, Delirium, Schizophrenia",behavioral activity rating scale bars
3625,Behavioral Observational Pain Scale (BOPS) for Post-Op Pediatric Pain/none,https://www.mdcalc.com/calc/3625/behavioral-observational-pain-scale-bops-post-op-pediatric-pain,"Prognosis, Treatment","Anesthesiology, Hospitalist Medicine, Internal Medicine, Pain Management, Pediatrics, Surgery (General)","Acute Pain, Anxiety",behavioral observational pain scale bops for post op pediatric pain
3622,Behavioral Pain Scale (BPS) for Pain Assessment in Intubated Patients/none,https://www.mdcalc.com/calc/3622/behavioral-pain-scale-bps-pain-assessment-intubated-patients,"Prognosis, Treatment","Anesthesiology, Critical Care, Critical Care (Neurologic), Hospitalist Medicine, Neurology, Pain Management",Delirium,behavioral pain scale bps for pain assessment in intubated patients
10091,Benzodiazepine Conversion Calculator/none,https://www.mdcalc.com/calc/10091/benzodiazepine-conversion-calculator,"Treatment, Formula","Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pharmacy, Primary Care, Psychiatry, Toxicology","Drug/Alcohol Use, Anxiety, Dementia, Depression/Suicidality, Seizure Disorder",benzodiazepine conversion calculator
10567,Berg Balance Scale (BBS),https://www.mdcalc.com/calc/10567/berg-balance-scale-bbs,Prognosis,"Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery, Orthopedics, Palliative Care/Hospice, Primary Care, Rehabilitation Medicine, Rheumatology","Diabetes Mellitus, Fracture, Intracranial Hemorrhage, Multiple Sclerosis, Neuropathy, Parkinson's Disease, Rheumatoid Arthritis, Subarachnoid Hemorrhage, Trauma, Traumatic Brain Injury, Stroke / Transient Ischemic Attack (TIA), Osteoporosis, Spinal Injury",berg balance scale bbs
10294,Berlin Criteria for Acute Respiratory Distress Syndrome,https://www.mdcalc.com/calc/10294/berlin-criteria-acute-respiratory-distress-syndrome,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Acute Respiratory Distress Syndrome, Coronavirus",berlin criteria for acute respiratory distress syndrome
27,Bicarbonate Deficit/none,https://www.mdcalc.com/calc/27/bicarbonate-deficit,Formula,"Critical Care, Emergency Medicine, Endocrinology, Gastroenterology, Geriatrics, Hospitalist Medicine, Internal Medicine, Nephrology, Surgery (Trauma)","Acid-Base Disturbance, Diabetes Mellitus, Renal Failure, Sepsis, Trauma",bicarbonate deficit
10053,Binet Staging System for Chronic Lymphocytic Leukemia (CLL)/none,https://www.mdcalc.com/calc/10053/binet-staging-system-chronic-lymphocytic-leukemia-cll,Diagnosis,Hematology and Oncology,"Cancer, Hematologic Malignancy",binet staging system for chronic lymphocytic leukemia cll
1735,BISAP Score for Pancreatitis Mortality,https://www.mdcalc.com/calc/1735/bisap-score-pancreatitis-mortality,Prognosis,"Critical Care, Emergency Medicine, Gastroenterology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Pancreatitis,bisap score for pancreatitis mortality
3320,Bishop Score for Vaginal Delivery and Induction of Labor/none,https://www.mdcalc.com/calc/3320/bishop-score-vaginal-delivery-induction-labor,Prognosis,"Emergency Medicine, Family Practice, Internal Medicine, OB-Gyn, Pediatrics, Primary Care",Pregnancy,bishop score for vaginal delivery and induction of labor
4028,Blast Lung Injury Severity Score/none,https://www.mdcalc.com/calc/4028/blast-lung-injury-severity-score,"Prognosis, Treatment","Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)",Trauma,blast lung injury severity score
4065,Blood Volume Calculation/none,https://www.mdcalc.com/calc/4065/blood-volume-calculation,Formula,"Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology, Surgery (Trauma), Transfusion Medicine","Anemia, Hematologic Malignancy",blood volume calculation
29,BMI Calculator (Body Mass Index and BSA)/none,https://www.mdcalc.com/calc/29/body-mass-index-bmi-body-surface-area-bsa,Formula,"Critical Care, Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, OB-Gyn, Pediatrics, Pharmacy, Primary Care, Radiation Oncology, Rehabilitation Medicine","Diabetes Mellitus, Obesity, Renal Failure",bmi calculator body mass index and bsa
3916,BODE Index for COPD Survival/none,https://www.mdcalc.com/calc/3916/bode-index-copd-survival,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Geriatrics, Internal Medicine, Pulmonology","Asthma, Chronic Obstructive Pulmonary Disease",bode index for copd survival
10189,Body Fluid Balance Calculator by Inputs and Outputs/none,https://www.mdcalc.com/calc/10189/body-fluid-balance-calculator-inputs-outputs,Formula,"Critical Care, Gastroenterology, Hospitalist Medicine, Internal Medicine, Nephrology, Pharmacy, Urology",Any/All,body fluid balance calculator by inputs and outputs
10575,Body Roundness Index (BRI)/none,https://www.mdcalc.com/calc/10575/body-roundness-index-bri,"Prognosis, Formula","Clinical Nutrition, Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Diabetes Mellitus, Hypothyroidism, Obesity, Eating Disorder",body roundness index bri
4004,Bova Score for Pulmonary Embolism Complications,https://www.mdcalc.com/calc/4004/bova-score-pulmonary-embolism-complications,Prognosis,"Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology, Surgery (Cardiothoracic)","Deep Venous Thrombosis, Pulmonary Embolism",bova score for pulmonary embolism complications
10038,Braden Score for Pressure Ulcers,https://www.mdcalc.com/calc/10038/braden-score-pressure-ulcers,"Prognosis, Treatment","Critical Care, Critical Care (Neurologic), Dermatology, Geriatrics, Hospitalist Medicine, Internal Medicine, Pain Management, Primary Care, Surgery (General), Surgery (Plastic)",Chronic Pain,braden score for pressure ulcers
10164,Brain Metastasis Velocity (BMV) Model/none,https://www.mdcalc.com/calc/10164/brain-metastasis-velocity-bmv-model,Prognosis,"Hematology and Oncology, Neurology, Neurosurgery, Radiation Oncology, Radiology",Cancer,brain metastasis velocity bmv model
10286,Brescia-COVID Respiratory Severity Scale (BCRSS)/Algorithm,https://www.mdcalc.com/calc/10286/brescia-covid-respiratory-severity-scale-bcrss-algorithm,"Algorithm, Diagnosis, Treatment","Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Acute Respiratory Distress Syndrome, Coronavirus",brescia covid respiratory severity scale bcrss algorithm
10525,Brief Addiction Monitor (BAM)/none,https://www.mdcalc.com/calc/10525/brief-addiction-monitor-bam,Prognosis,"Clinical Nutrition, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Psychiatry, Rehabilitation Medicine, Toxicology","Drug/Alcohol Use, Anxiety, Bipolar Disorder, Depression/Suicidality, Ingestion/Overdose, Malnutrition, Public Health, Respiratory Failure, Substance Withdrawal",brief addiction monitor bam
10446,Brief Alcohol Withdrawal Scale (BAWS)/none,https://www.mdcalc.com/calc/10446/brief-alcohol-withdrawal-scale-baws,Treatment,"Anesthesiology, Critical Care, Emergency Medicine, Family Practice, Hepatology, Internal Medicine, Psychiatry",Drug/Alcohol Use,brief alcohol withdrawal scale baws
4016,Brief Resolved Unexplained Events (BRUE) Criteria for Infants,https://www.mdcalc.com/calc/4016/brief-resolved-unexplained-events-brue-criteria-infants,Diagnosis,"Emergency Medicine, Family Practice, Pediatrics",Trauma,brief resolved unexplained events brue criteria for infants
10400,Brief Resolved Unexplained Events 2.0 (BRUE 2.0) Criteria for Infants/none,https://www.mdcalc.com/calc/10400/brief-resolved-unexplained-events-2.0-brue-2.0-criteria-infants,Diagnosis,"Emergency Medicine, Family Practice, Hospitalist Medicine, Pediatrics",Trauma,brief resolved unexplained events 2 0 brue 2 0 criteria for infants
10017,Bristol Stool Form Scale,https://www.mdcalc.com/calc/10017/bristol-stool-form-scale,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care","Inflammatory Bowel Disease, Irritable Bowel Syndrome",bristol stool form scale
4045,Brugada Criteria for Ventricular Tachycardia,https://www.mdcalc.com/calc/4045/brugada-criteria-ventricular-tachycardia,Diagnosis,"Cardiology, Critical Care, Emergency Medicine, Internal Medicine",Arrhythmia,brugada criteria for ventricular tachycardia
10501,BUN Creatinine Ratio,https://www.mdcalc.com/calc/10501/bun-creatinine-ratio,Formula,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Nephrology","Chronic Kidney Disease, Renal Failure",bun creatinine ratio
3816,Burch-Wartofsky Point Scale (BWPS) for Thyrotoxicosis/none,https://www.mdcalc.com/calc/3816/burch-wartofsky-point-scale-bwps-thyrotoxicosis,Diagnosis,"Critical Care, Emergency Medicine, Endocrinology","Anxiety, Atrial Fibrillation, Hyperthyroidism",burch wartofsky point scale bwps for thyrotoxicosis
10239,Bush-Francis Catatonia Rating Scale,https://www.mdcalc.com/calc/10239/bush-francis-catatonia-rating-scale,Diagnosis,"Neurology, Psychiatry","Catatonia, Delirium",bush francis catatonia rating scale
3937,BWH Egg Freezing Counseling Tool (EFCT)/none,https://www.mdcalc.com/calc/3937/bwh-egg-freezing-counseling-tool-efct,"Prognosis, Formula",OB-Gyn,"Infertility, Pregnancy",bwh egg freezing counseling tool efct
10529,C-Peptide to Glucose Ratio/none,https://www.mdcalc.com/calc/10529/c-peptide-glucose-ratio,Formula,"Clinical Nutrition, Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Diabetes Mellitus, Hyperglycemia, Obesity, Hypoglycemia",c peptide to glucose ratio
1729,CAGE Questions for Alcohol Use,https://www.mdcalc.com/calc/1729/cage-questions-alcohol-use,Diagnosis,"Anesthesiology, Cardiology, Emergency Medicine, Family Practice, Gastroenterology, Geriatrics, Hospitalist Medicine, Internal Medicine, OB-Gyn, Pain Management, Primary Care, Psychiatry, Sleep Medicine, Surgery (General), Toxicology",Drug/Alcohol Use,cage questions for alcohol use
10297,CAHP (Cardiac Arrest Hospital Prognosis) Score,https://www.mdcalc.com/calc/10297/cahp-cardiac-arrest-hospital-prognosis-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine","Acute Coronary Syndrome, Heart Failure",cahp cardiac arrest hospital prognosis score
31,Calcium Correction for Hypoalbuminemia and Hyperalbuminemia/none,https://www.mdcalc.com/calc/31/calcium-correction-hypoalbuminemia,Formula,"Cardiology, Critical Care, Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Pediatrics, Primary Care","Chronic Liver Disease, Hepatitis, Hypocalcemia",calcium correction for hypoalbuminemia and hyperalbuminemia
4001,Cambridge Diabetes Risk Score/none,https://www.mdcalc.com/calc/4001/cambridge-diabetes-risk-score,Prognosis,"Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine",Diabetes Mellitus,cambridge diabetes risk score
10544,Canadian Association of Radiologists and Osteoporosis Canada (CAROC) System,https://www.mdcalc.com/calc/10544/canadian-association-radiologists-osteoporosis-canada-caroc-system,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",canadian association of radiologists and osteoporosis canada caroc system
696,Canadian C-Spine Rule,https://www.mdcalc.com/calc/696/canadian-c-spine-rule,"Algorithm, Diagnosis, Prognosis, Rule Out","Emergency Medicine, Internal Medicine, Neurology, Surgery (General), Surgery (Trauma)",Trauma,canadian c spine rule
10067,Canadian Cardiovascular Society (CCS) Angina Grade/none,https://www.mdcalc.com/calc/10067/canadian-cardiovascular-society-ccs-angina-grade,"Diagnosis, Treatment","Cardiology, Critical Care, Family Practice, Internal Medicine, Primary Care","Acute Coronary Syndrome, Acute Pain, Heart Failure",canadian cardiovascular society ccs angina grade
608,Canadian CT Head Injury/Trauma Rule,https://www.mdcalc.com/calc/608/canadian-ct-head-injury-trauma-rule,"Algorithm, Diagnosis, Rule Out","Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Primary Care, Surgery (General), Surgery (Trauma)",Trauma,canadian ct head injury trauma rule
10537,Canadian Diabetes Risk Assessment Questionnaire (CANRISK),https://www.mdcalc.com/calc/10537/canadian-diabetes-risk-assessment-questionnaire-canrisk,Prognosis,"Clinical Nutrition, Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Diabetes Mellitus, Hyperglycemia, Obesity, Hypoglycemia",canadian diabetes risk assessment questionnaire canrisk
3951,Canadian Syncope Risk Score,https://www.mdcalc.com/calc/3951/canadian-syncope-risk-score,"Diagnosis, Prognosis","Cardiology, Emergency Medicine, Neurology","Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",canadian syncope risk score
10421,Canadian Transient Ischemic Attack (TIA) Score,https://www.mdcalc.com/calc/10421/canadian-transient-ischemic-attack-tia-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Stroke / Transient Ischemic Attack (TIA),canadian transient ischemic attack tia score
10424,Cancer and Aging Research Group Chemotherapy Toxicity Tool (CARG-TT),https://www.mdcalc.com/calc/10424/cancer-aging-research-group-chemotherapy-toxicity-tool-carg-tt,Treatment,"Geriatrics, Hematology and Oncology, Radiation Oncology, Toxicology",Chemotherapy,cancer and aging research group chemotherapy toxicity tool carg tt
3970,Caprini Score for Venous Thromboembolism (2005),https://www.mdcalc.com/calc/3970/caprini-score-venous-thromboembolism-2005,Prognosis,"Critical Care, Internal Medicine, Surgery (Cardiothoracic), Surgery (General), Surgery (Trauma), Surgery (Vascular)","Deep Venous Thrombosis, Pulmonary Embolism",caprini score for venous thromboembolism 2005
3903,Cardiac Anesthesia Risk Evaluation Score (CARE)/none,https://www.mdcalc.com/calc/3903/cardiac-anesthesia-risk-evaluation-score-care,Prognosis,"Anesthesiology, Cardiology, Oral and Maxillofacial Surgery, Surgery (Cardiothoracic), Surgery (General), Surgery (Plastic), Surgery (Trauma), Surgery (Vascular)","Acute Coronary Syndrome, Heart Failure",cardiac anesthesia risk evaluation score care
10095,Cardiac Output (Fick’s Formula)/none,https://www.mdcalc.com/calc/10095/cardiac-output-ficks-formula,Formula,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Surgery (Cardiothoracic)","Acute Coronary Syndrome, Endocarditis, Heart Failure, Respiratory Failure",cardiac output fick s formula
10494,Cardiac Power Output (CPO)/none,https://www.mdcalc.com/calc/10494/cardiac-power-output-cpo,Formula,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Cardiogenic Shock,cardiac power output cpo
10601,Cardiovascular Risk in Orthotopic Liver Transplantation (CAR-OLT)/none,https://www.mdcalc.com/calc/10601/cardiovascular-risk-in-orthotopic-liver-transplantation-car-olt,Prognosis,"Cardiology, Surgery (General)","Acute Coronary Syndrome, Atrial Fibrillation, Chronic Liver Disease, Heart Failure, Stroke / Transient Ischemic Attack (TIA)",cardiovascular risk in orthotopic liver transplantation car olt
10631,Carpal Tunnel Syndrome-6 (CTS-6),https://www.mdcalc.com/calc/10631/carpal-tunnel-syndrome-6-cts-6,"Diagnosis, Prognosis","Hospitalist Medicine, Internal Medicine, Neurology, Orthopedics, Primary Care, Rheumatology, Surgery (General)","Autoimmune Disorders, Carpal Tunnel Syndrome, Peripheral Neuropathy, Amyloidosis",carpal tunnel syndrome 6 cts 6
